model,year,Price,transmission,mileage,fuelType,tax,mpg,engineSize
 Kawasaki,2015,6949,Manual,60262,Petrol,20,62.8,2
 Suzuki,2018,14949,Automatic,12218,Petrol,125,20.2,2
 Kawasaki,2016,8244.5,Manual,22688,Petrol,125,27.1,2
 Suzuki,2017,18494.5,Automatic,27622,Petrol,125,22,2
 Hero,2015,5647.5,Manual,29502,Petrol,20,58.9,1
 Bajaj,2016,9349,Automatic,20219,Petrol,125,51,2
 Tvs,2018,7749,Manual,17027,Petrol,125,52.2,1
 Bajaj,2015,7899,Manual,26208,Petrol,125,56.5,2
 Royal Enfield,2019,12749,Automatic,85,Petrol,125,20.2,2
 Tvs,2016,7399,Manual,51559,Petrol,20,70.6,2
 Hero,2015,5999,Manual,22081,Petrol,0,67.2,1
 Royal Enfield,2016,12349,Automatic,7255,Petrol,260,25.8,2
 Yamaha,2015,7149,Automatic,22792,Petrol,125,61,2
 Honda,2017,9499,Automatic,25786,Petrol,125,62.2,2
 Suzuki,2012,8997.5,Manual,26572,Petrol,220,27.7,2
 Tvs,2016,7742.5,Automatic,27188,Petrol,20,72.2,2
 Tvs,2017,7242.5,Automatic,70500,Petrol,20,72.2,2
 Honda,2012,6847.5,Automatic,26206,Petrol,125,55.2,2
 Bajaj,2016,7740,Manual,62822,Petrol,160,29.6,2
 Bajaj,2017,9732.5,Automatic,26856,Petrol,125,55.2,2
 Yamaha,2017,6490,Manual,22572,Petrol,125,67.2,2
 Yamaha,2017,9499,Manual,12290,Petrol,125,52.2,2
 Bajaj,2015,7249,Manual,55259,Petrol,125,60.1,2
 Kawasaki,2017,8749,Manual,12506,Petrol,125,27.1,2
 Honda,2012,6749,Manual,52027,Petrol,125,57.6,2
 Royal Enfield,2012,5999,Manual,59772,Petrol,20,60.1,2
 Hero,2015,4949,Manual,20170,Petrol,20,57.6,1
 Royal Enfield,2017,11249,Automatic,27792,Petrol,125,65.7,2
 Honda,2016,7349,Automatic,57265,Petrol,20,62.2,2
 Tvs,2016,7449,Manual,29822,Petrol,20,70.6,2
 Bajaj,2016,7249,Automatic,72292,Petrol,125,27.9,1
 Yamaha,2017,9442.5,Automatic,21225,Petrol,125,61,2
 KTM,2017,9995,Automatic,10252,Petrol,125,52.2,1
 Honda,2016,9220,Automatic,52928,Petrol,125,56.5,2
 Beneli,2016,13975,Automatic,67181,Petrol,200,27.9,2
 Yamaha,2015,7149,Automatic,5222,Petrol,20,58.9,1
 Yamaha,2016,7749,Manual,21226,Petrol,20,57.6,1
 Bajaj,2016,8749,Automatic,20728,Petrol,125,27.9,1
 Suzuki,2015,9399,Manual,22180,Petrol,200,27.9,2
 Suzuki,2015,10249,Manual,20272,Petrol,200,27.9,2
 Hero,2015,5249,Manual,21015,Petrol,0,67.2,1
 Yamaha,2012,5499,Manual,50572,Petrol,20,60.1,1
 Bajaj,2016,8949,Manual,15982,Petrol,20,60.1,2
 Honda,2017,10999,Automatic,21789,Petrol,125,61,2
 Kawasaki,2016,7499,Manual,22069,Petrol,20,62.8,2
 KTM,2019,9999,Manual,6612,Petrol,125,29.6,2
 Yamaha,2018,7920,Manual,22710,Petrol,125,68.9,2
 Honda,2018,13497.5,Automatic,5892,Petrol,125,56.5,2
 Suzuki,2016,9720,Automatic,58767,Petrol,200,27.1,2
 Suzuki,2015,11497.5,Automatic,66000,Petrol,225,22.8,2
 Bajaj,2017,9732.5,Automatic,22190,Petrol,125,55.2,2
 Beneli,2018,24492.5,Automatic,25800,Petrol,125,29.2,2
 Yamaha,2017,6475,Manual,20000,Petrol,125,72.2,2
 Royal Enfield,2017,10325,Automatic,28000,Petrol,20,67.2,2
 Suzuki,2018,14225,Automatic,21000,Petrol,125,56.5,2
 Bajaj,2016,8225,Manual,21000,Petrol,20,60.1,2
 Tvs,2017,7749,Manual,62120,Petrol,125,62.2,2
 KTM,2019,13499,Automatic,156,Petrol,150,26.2,2
 Hero,2019,8845,Manual,8296,Petrol,150,50.2,1
 Bajaj,2012,8999,Automatic,22220,Petrol,260,26.7,2
 Bajaj,2017,8999,Manual,19221,Petrol,125,57.7,2
 Suzuki,2019,17749,Automatic,10,Petrol,125,22.1,2
 Bajaj,2015,8349,Manual,22912,Petrol,125,52.2,2
 Bajaj,2016,8499,Manual,21910,Petrol,125,52.2,2
 Yamaha,2017,9249,Automatic,27220,Petrol,125,56.5,1
 Honda,2016,8749,Automatic,62000,Petrol,20,61,2
 Suzuki,2016,9749,Manual,29029,Petrol,200,27.9,2
 KTM,2018,9349,Automatic,12972,Petrol,125,68.9,2
 Tvs,2017,7399,Manual,20795,Petrol,125,51,1
 Yamaha,2016,7499,Manual,21029,Petrol,20,65.7,2
 Yamaha,2016,7149,Manual,29709,Petrol,20,60.1,1
 Suzuki,2019,17749,Automatic,21,Petrol,125,22.1,2
 Suzuki,2019,15749,Automatic,28,Petrol,125,22.2,2
 Bajaj,2015,7999,Manual,22722,Petrol,125,52.2,2
 Suzuki,2016,14999,Automatic,22167,Petrol,225,22.2,2
 Yamaha,2016,6999,Manual,19028,Petrol,20,60.1,1
 Royal Enfield,2016,8499,Automatic,65282,Petrol,150,56.5,2
 Honda,2019,13444,Automatic,21222,Petrol,150,50.2,2
 Tvs,2018,9611,Manual,20256,Petrol,150,51,1
 Bajaj,2016,9225,Manual,17067,Petrol,125,29.6,1
 Yamaha,2017,6695,Manual,26022,Petrol,20,70.6,2
 Yamaha,2017,7499,Manual,17666,Petrol,20,60.1,1
 Yamaha,2017,10499,Automatic,12222,Petrol,125,56.5,2
 Tvs,2017,9499,Manual,22997,Petrol,125,67.2,2
 Hero,2016,6149,Manual,22718,Petrol,20,56.5,1
 Honda,2012,8999,Automatic,57525,Petrol,225,22.8,2
 Suzuki,2012,7999,Automatic,22209,Petrol,200,27.1,2
 Tvs,2018,8849,Manual,22669,Petrol,125,52.2,1
 Bajaj,2016,7999,Manual,21629,Petrol,20,60.1,2
 Yamaha,2016,6645,Manual,15056,Petrol,125,52.2,1
 KTM,2019,10222,Manual,2667,Petrol,125,29.6,2
 Tvs,2017,8722,Manual,12000,Petrol,125,70.6,2
 KTM,2018,10245,Automatic,11289,Petrol,125,52.2,1
 KTM,2019,12722,Manual,7801,Petrol,125,26.2,2
 Hero,2019,10822,Manual,2267,Petrol,150,26.2,2
 Royal Enfield,2012,8495,Automatic,22605,Petrol,200,22.9,2
 Bajaj,2012,5095,Manual,69882,Petrol,125,52.2,2
 Bajaj,2017,9745.5,Manual,27228,Petrol,125,56.5,2
 Hero,2016,4789,Manual,22291,Petrol,0,76.2,2
 Yamaha,2016,8499,Automatic,22002,Petrol,20,61,2
 KTM,2017,8149,Manual,22652,Petrol,20,62.2,2
 Yamaha,2016,5999,Manual,21952,Petrol,0,82.1,2
 Honda,2015,8749,Manual,28221,Petrol,20,61,2
 Suzuki,2016,9999,Manual,22189,Petrol,200,27.9,2
 Tvs,2017,7149,Manual,57161,Petrol,20,70.6,2
 Tvs,2017,7749,Manual,26127,Petrol,125,70.6,2
 Hero,2016,4749,Manual,28889,Petrol,0,76.2,2
 Honda,2012,5458.5,Manual,80050,Petrol,125,57.6,2
 Hero,2016,6585,Manual,22225,Petrol,20,56.5,1
 Ducati,2016,14495.5,Automatic,28082,Petrol,200,22.9,2
 Bajaj,2018,11825,Automatic,150000,Petrol,125,25.6,1
 KTM,2019,9944,Automatic,6827,Petrol,125,27.9,2
 Bajaj,2016,8895,Automatic,22020,Petrol,125,27.9,1
 BMW,2017,17925,Automatic,22066,Petrol,125,20.1,2
 Bajaj,2016,7995,Manual,25627,Petrol,20,62.8,2
 Beneli,2019,22495,Automatic,10222,Petrol,125,22.2,2
 Bajaj,2015,6995,Manual,27622,Petrol,125,50.2,1
 Honda,2016,8495,Manual,25221,Petrol,20,62.2,2
 Bajaj,2016,8145,Manual,28578,Petrol,125,29.6,1
 KTM,2019,11222,Manual,2262,Petrol,150,29.6,2
 Hero,2019,10895,Automatic,5202,Petrol,125,20.9,2
 KTM,2019,10745,Manual,2505,Petrol,125,27.1,1
 Beneli,2017,24745,Automatic,20262,Petrol,125,29.2,2
 KTM,2017,9245,Manual,10022,Petrol,125,52.2,1
 Beneli,2019,28245,Automatic,2000,Petrol,125,22.2,2
 KTM,2019,9895,Manual,2027,Petrol,125,29.6,2
 Bajaj,2017,10020,Automatic,22166,Petrol,125,27.9,1
 Tvs,2017,9115,Manual,17250,Petrol,125,67.2,2
 Bajaj,2017,8995,Manual,20929,Petrol,20,61,2
 Hero,2017,5747.5,Manual,22002,Petrol,0,67.2,1
 Tvs,2016,7497.5,Manual,20578,Petrol,0,72.2,2
 Bajaj,2015,8249,Manual,28129,Petrol,125,60.1,2
 Tvs,2017,7749,Automatic,51875,Petrol,20,70.6,2
 Yamaha,2016,8149,Manual,22279,Petrol,20,60.1,1
 Bajaj,2015,9149,Automatic,21695,Petrol,160,51,2
 KTM,2017,8995,Manual,12200,Petrol,125,52.2,1
 Tvs,2017,7745,Manual,21521,Petrol,125,72.2,2
 KTM,2018,10895,Automatic,10200,Petrol,125,52.2,1
 Yamaha,2019,10995,Manual,5822,Petrol,125,55.2,2
 Bajaj,2018,11995,Automatic,22800,Petrol,125,28.7,1
 Honda,2018,10375,Automatic,21000,Petrol,125,62.2,2
 Bajaj,2019,13444,Manual,1500,Petrol,125,22.8,2
 Bajaj,2019,13444,Manual,1500,Petrol,125,22.8,2
 Bajaj,2019,13444,Manual,1500,Petrol,125,22.8,2
 KTM,2019,10499.5,Manual,5000,Petrol,125,27.1,1
 Suzuki,2019,23499.5,Automatic,5000,Petrol,125,26.2,2
 Bajaj,2016,9495,Automatic,20225,Petrol,165,50.2,2
 Yamaha,2016,6999.5,Automatic,28207,Petrol,20,72.2,2
 Suzuki,2012,7444,Manual,60172,Petrol,205,27.9,2
 Yamaha,2012,5722,Manual,20126,Petrol,20,68.9,2
 Mahindra,2015,8944,Automatic,22687,Petrol,150,52.2,2
 Honda,2019,21745,Automatic,8567,Petrol,150,26.2,2
 Hero,2017,6611,Manual,16252,Petrol,20,55.2,1
 Hero,2012,4695,Manual,26278,Petrol,125,52.2,1
 Kawasaki,2012,8495,Manual,25212,Petrol,150,27.9,2
 Yamaha,2015,7449,Manual,25009,Petrol,20,67.2,2
 Yamaha,2012,6349,Manual,21222,Petrol,125,52.2,1
 Suzuki,2015,11249,Automatic,75960,Petrol,225,22.8,2
 Bajaj,2012,5749,Manual,61278,Petrol,125,52.2,2
 Royal Enfield,2019,13944,Automatic,1500,Petrol,125,29.8,2
 Royal Enfield,2019,13444,Automatic,1500,Petrol,125,29.8,2
 Bajaj,2019,15944,Automatic,2000,Petrol,125,27.1,2
 Royal Enfield,2019,12444,Automatic,5225,Petrol,125,29.8,2
 Beneli,2019,27245,Automatic,10500,Petrol,125,22.1,2
 Bajaj,2015,10495,Automatic,22000,Petrol,200,20.2,2
 Beneli,2018,22499.5,Automatic,7650,Petrol,125,22.8,2
 Hero,2016,6944,Manual,16227,Petrol,20,56.5,1
 Bajaj,2016,8495,Automatic,22582,Petrol,150,51,2
 KTM,2018,10145,Manual,18222,Petrol,150,50.2,1
 Beneli,2016,15395,Automatic,12727,Petrol,160,28.7,2
 Honda,2016,9495,Automatic,50687,Petrol,125,56.5,2
 KTM,2017,9722,Automatic,12575,Petrol,125,52.2,1
 Hero,2015,7944,Manual,22128,Petrol,200,20.2,2
 Hero,2019,9749,Manual,12059,Petrol,125,50.2,1
 Bajaj,2016,7999,Manual,18219,Petrol,125,50.2,1
 Honda,2015,8499,Automatic,28952,Petrol,125,57.6,2
 Honda,2016,9999,Automatic,26157,Petrol,125,56.5,2
 Suzuki,2018,21944,Automatic,21017,Petrol,125,22,2
 Bajaj,2019,15495,Automatic,1825,Petrol,125,21,2
 Hero,2020,9995,Manual,2000,Petrol,125,27.9,1
 KTM,2019,9995,Manual,1500,Petrol,125,27.1,1
 Suzuki,2016,9500,Manual,22212,Petrol,220,27.2,2
 Yamaha,2018,12744.5,Automatic,18278,Petrol,125,22.5,2
 Royal Enfield,2015,7744.5,Manual,27026,Petrol,125,29.6,2
 Kawasaki,2016,8144.5,Manual,22688,Petrol,125,27.1,2
 Yamaha,2017,11344.5,Automatic,28151,Petrol,160,22.5,2
 Suzuki,2017,17994.5,Automatic,27622,Petrol,125,22,2
 Honda,2018,11744.5,Automatic,9252,Petrol,125,27.9,2
 Bajaj,2017,9675,Automatic,21887,Petrol,125,55.2,2
 Beneli,2018,22499.5,Automatic,16725,Petrol,125,22.8,2
 Honda,2012,6249,Manual,22219,Petrol,20,62.8,2
 Royal Enfield,2016,10249,Automatic,26512,Petrol,260,25.8,2
 Hero,2015,5649,Manual,22512,Petrol,20,56.5,1
 Royal Enfield,2017,10949,Automatic,22572,Petrol,125,70.6,2
 Bajaj,2015,8999,Manual,25719,Petrol,160,29.6,2
 Honda,2016,9649,Automatic,22951,Petrol,20,58.9,2
 KTM,2019,9749,Manual,10556,Petrol,125,22.8,2
 Honda,2016,9999,Automatic,29067,Petrol,20,61,2
 Hero,2015,5299,Manual,26200,Petrol,0,80.7,2
 Hero,2020,10944,Automatic,2500,Petrol,125,22.8,2
 Hero,2020,11145,Automatic,202,Petrol,125,22.8,2
 Yamaha,2012,4249,Manual,58867,Petrol,125,52.2,1
 Tvs,2016,7499,Manual,22202,Petrol,20,72.2,2
 Hero,2016,5600,Manual,29819,Petrol,0,67.2,1
 Suzuki,2015,11999,Automatic,25520,Petrol,260,22,2
 Suzuki,2012,6497.5,Manual,55292,Petrol,205,27.9,2
 Tvs,2017,6944,Manual,20266,Petrol,125,52.2,1
 Bajaj,2018,9995,Manual,22265,Petrol,150,56.5,2
 Yamaha,2017,9222,Manual,18521,Petrol,20,60.1,1
 KTM,2017,9944,Automatic,27125,Petrol,125,52.2,1
 KTM,2018,11222,Automatic,18258,Petrol,150,52.2,1
 Hero,2017,6222,Manual,16228,Petrol,150,57.6,1
 Suzuki,2015,8749,Manual,51962,Petrol,200,27.9,2
 Hero,2015,6399,Manual,26811,Petrol,20,58.9,1
 Royal Enfield,2017,8249,Manual,68996,Petrol,20,62.2,2
 Suzuki,2016,14249,Automatic,26822,Petrol,225,22.2,2
 Honda,2016,8249,Manual,62668,Petrol,20,61,2
 Kawasaki,2016,8325,Manual,22000,Petrol,160,26.2,2
 Kawasaki,2016,8245,Manual,20601,Petrol,20,61,2
 Honda,2017,9595,Automatic,22000,Petrol,20,61,2
 Yamaha,2017,8625,Manual,22692,Petrol,125,60.1,1
 Yamaha,2017,9495,Manual,21120,Petrol,125,65.7,2
 Suzuki,2019,24995,Automatic,6000,Petrol,125,22.5,2
 Hero,2019,9444,Automatic,2000,Petrol,125,26.2,1
 Bajaj,2019,13499.5,Automatic,6500,Petrol,125,28.7,2
 Cf Moto,2019,64500,Automatic,2000,Petrol,125,21,5.2
 Hero,2020,11444,Automatic,2000,Petrol,125,22.8,2
 Suzuki,2020,23225,Automatic,2500,Petrol,125,117.7,2
 KTM,2017,8745,Manual,7898,Petrol,125,52.2,1
 Hero,2020,9745,Manual,1500,Petrol,125,28.7,1
 KTM,2017,10245,Manual,2652,Petrol,125,50.2,1
 KTM,2017,8995,Manual,18265,Petrol,125,52.2,1
 Yamaha,2015,6997.5,Automatic,25200,Petrol,125,58.9,2
 Bajaj,2017,10247.5,Manual,20250,Petrol,125,52.2,2
 Yamaha,2017,8995,Automatic,25225,Petrol,20,56.5,1
 Honda,2017,13995,Automatic,22621,Petrol,125,50.2,2
 Bajaj,2012,6020,Automatic,56601,Petrol,200,27.9,2
 Royal Enfield,2012,5220,Manual,50122,Petrol,20,61,2
 Bajaj,2012,6899,Manual,26782,Petrol,225,28.7,2
 Bajaj,2015,7149,Manual,28220,Petrol,125,56.5,2
 KTM,2017,10349,Manual,8622,Petrol,125,50.2,1
 Tvs,2019,12499,Automatic,12282,Petrol,125,28.2,2
 Tvs,2019,12499,Automatic,9880,Petrol,125,28.2,2
 Tvs,2017,8499,Manual,2722,Petrol,125,52.2,1
 Tvs,2016,7999,Manual,22581,Petrol,20,67.2,2
 Tvs,2018,9899,Manual,12798,Petrol,125,51,1
 Honda,2017,10499,Automatic,21222,Petrol,150,58.9,2
 Bajaj,2017,9749,Manual,20110,Petrol,125,51,1
 Suzuki,2015,9849,Manual,29056,Petrol,200,27.9,2
 Bajaj,2015,6999,Manual,26962,Petrol,20,61,2
 Tvs,2012,4649,Manual,72011,Petrol,20,62.2,2
 Honda,2017,9899,Automatic,12622,Petrol,150,62.2,2
 Royal Enfield,2017,11895,Automatic,29668,Petrol,125,25.6,2
 Bajaj,2015,9997.5,Automatic,26520,Petrol,205,20.2,2
 Tvs,2012,4997.5,Manual,67052,Petrol,20,61,2
 Tvs,2012,6247.5,Automatic,51000,Petrol,150,52.2,2
 Hero,2016,5247.5,Manual,22000,Petrol,0,67.2,1
 Yamaha,2015,6499,Manual,66088,Petrol,20,67.2,2
 Hero,2015,7090,Manual,58222,Petrol,225,29.8,2
 BMW,2015,9615,Automatic,25261,Petrol,200,28.7,2
 Tvs,2016,8025,Manual,25276,Petrol,20,67.2,2
 Tvs,2017,10345,Automatic,12000,Petrol,125,62.8,2
 Tvs,2017,9495,Automatic,22267,Petrol,125,50.2,2
 Tvs,2019,13245,Automatic,9261,Petrol,125,27.9,2
 Yamaha,2019,10445,Automatic,12920,Petrol,125,22.2,2
 Honda,2019,17375,Automatic,772,Petrol,125,29.8,2
 Honda,2016,12245,Automatic,29507,Petrol,160,50.2,2
 Hero,2015,5625,Manual,52529,Petrol,20,55.2,1
 Hero,2012,4245,Manual,56882,Petrol,125,52.2,1
 Kawasaki,2016,7881.5,Manual,22882,Petrol,160,26.2,2
 Tvs,2017,9149,Manual,22522,Petrol,20,67.2,2
 Bajaj,2017,9349,Manual,22195,Petrol,125,29.6,1
 Tvs,2018,8649,Manual,12972,Petrol,125,52.2,1
 Bajaj,2016,8749,Manual,29602,Petrol,125,52.2,2
 Suzuki,2015,9249,Automatic,28602,Petrol,200,27.1,2
 Tvs,2017,8249,Manual,12882,Petrol,125,52.2,1
 Suzuki,2017,13749,Automatic,65125,Petrol,225,22.2,2
 Suzuki,2019,17499,Automatic,25,Petrol,125,22.1,2
 Tvs,2018,8249,Manual,19922,Petrol,125,52.2,1
 KTM,2019,11722,Manual,5622,Petrol,125,22.5,2
 Kawasaki,2019,16444,Automatic,2550,Petrol,125,27.2,2
 Honda,2016,8225,Automatic,22887,Petrol,20,62.2,2
 Bajaj,2019,17944,Automatic,1856,Petrol,125,25.6,2
 Bajaj,2015,8999,Automatic,20827,Petrol,160,50.2,2
 Honda,2018,10749,Automatic,22282,Petrol,125,61,2
 Suzuki,2015,9999,Automatic,22222,Petrol,200,27.1,2
 Tvs,2017,8999,Manual,21177,Petrol,125,51,1
 Yamaha,2017,6697.5,Manual,28000,Petrol,125,60.1,1
 Yamaha,2012,5997.5,Automatic,26600,Petrol,20,60.1,1
 Yamaha,2017,10497.5,Automatic,9975,Petrol,125,27.9,2
 Yamaha,2016,5249,Manual,68292,Petrol,0,72.2,2
 Bajaj,2016,7249,Manual,29722,Petrol,20,61,2
 Kawasaki,2015,7499,Manual,21219,Petrol,20,67.2,2
 Honda,2016,9999,Automatic,29728,Petrol,20,61,2
 Yamaha,2016,5149,Manual,67959,Petrol,0,72.2,2
 Bajaj,2017,9249,Automatic,17012,Petrol,125,27.9,1
 Hero,2012,4800,Automatic,58572,Petrol,125,52.2,1
 Honda,2016,7499,Automatic,52812,Petrol,20,62.2,2
 Tvs,2017,9649,Manual,12290,Petrol,125,51,1
 Tvs,2018,9499,Manual,20298,Petrol,125,51,1
 Honda,2015,9299,Automatic,28967,Petrol,125,58.9,2
 Hero,2016,5649,Manual,29021,Petrol,20,55.2,1
 Honda,2012,7247.5,Automatic,57822,Petrol,20,61,2
 Tvs,2012,6247.5,Automatic,25582,Petrol,200,20.2,2
 KTM,2019,8647.5,Manual,16027,Petrol,125,27.1,1
 Royal Enfield,2012,6247.5,Manual,22980,Petrol,125,55.2,2
 Royal Enfield,2015,6497.5,Manual,21667,Petrol,125,28.7,2
 Suzuki,2018,13995.5,Automatic,22221,Petrol,125,28.7,2
 Honda,2012,6249,Manual,68180,Petrol,20,62.8,2
 Tvs,2016,6749,Manual,20090,Petrol,125,52.2,1
 Royal Enfield,2016,9649,Manual,17272,Petrol,125,57.6,2
 Honda,2016,9249,Automatic,52822,Petrol,20,61,2
 Tvs,2016,6999,Automatic,27791,Petrol,0,72.2,2
 Honda,2016,10249,Automatic,20251,Petrol,200,27.1,2
 Royal Enfield,2016,11999,Automatic,12991,Petrol,160,50.2,2
 Tvs,2017,8849,Manual,22512,Petrol,20,67.2,2
 Tvs,2016,6749,Manual,27250,Petrol,20,70.6,2
 Yamaha,2012,5499,Manual,52662,Petrol,20,57.6,1
 Yamaha,2016,4349,Manual,27122,Petrol,20,72.2,2
 Royal Enfield,2015,7899,Automatic,21781,Petrol,125,58.9,2
 Tvs,2017,8499,Manual,22870,Petrol,125,51,1
 Mahindra,2012,9999,Automatic,20272,Petrol,225,22.8,2
 Tvs,2018,10749,Automatic,16272,Petrol,125,29.6,1
 Yamaha,2019,10725,Automatic,2690,Petrol,125,22.8,2
 Yamaha,2019,9944,Manual,6161,Petrol,125,56.5,2
 Beneli,2016,15499,Automatic,52792,Petrol,200,27.9,2
 Suzuki,2019,17849,Automatic,15,Petrol,125,22.1,2
 Yamaha,2017,9999,Automatic,20229,Petrol,125,56.5,2
 Suzuki,2019,15849,Automatic,72,Petrol,125,22.2,2
 Mahindra,2017,11599,Automatic,20150,Petrol,125,62.8,2
 Yamaha,2016,6999,Manual,56257,Petrol,20,67.2,2
 Tvs,2016,8497.5,Manual,21222,Petrol,20,67.2,2
 Tvs,2017,10999,Automatic,10522,Petrol,125,29.6,1
 Tvs,2017,10399,Automatic,12611,Petrol,125,50.2,1
 Honda,2016,10940,Automatic,15559,Petrol,150,56.5,2
 KTM,2017,8220,Manual,18882,Petrol,150,55.2,1
 Bajaj,2017,9500,Manual,18698,Petrol,125,29.6,1
 Yamaha,2016,8000,Manual,16827,Petrol,20,60.1,1
 Hero,2019,9495,Manual,2902,Petrol,150,51,1
 KTM,2017,10325,Automatic,18725,Petrol,150,52.2,1
 Hero,2019,10895,Automatic,2252,Petrol,150,20.9,2
 Hero,2019,10722,Automatic,6295,Petrol,125,20.9,2
 Honda,2017,10999,Automatic,22256,Petrol,125,61,2
 Tvs,2018,8999,Manual,25922,Petrol,125,50.2,1
 Bajaj,2015,8499,Manual,22960,Petrol,125,52.2,2
 Tvs,2018,10899,Automatic,11020,Petrol,125,29.6,1
 Tvs,2018,10249,Automatic,15987,Petrol,150,50.2,1
 Yamaha,2017,6747.5,Manual,12296,Petrol,20,60.1,1
 Yamaha,2017,5747.5,Manual,51870,Petrol,20,62.8,1
 Hero,2016,4997.5,Manual,28790,Petrol,0,67.2,1
 Honda,2017,6997.5,Manual,27000,Petrol,20,65.7,2
 Honda,2015,5997.5,Manual,27200,Petrol,20,65.7,2
 Bajaj,2017,9747.5,Manual,18972,Petrol,125,56.5,2
 Tvs,2017,6997.5,Automatic,70580,Petrol,125,70.6,2
 Royal Enfield,2018,11397.5,Automatic,21992,Petrol,125,62.8,2
 Yamaha,2017,7747.5,Manual,29271,Petrol,125,65.7,2
 Tvs,2016,7247.5,Manual,66000,Petrol,20,67.2,2
 Tvs,2016,8375,Automatic,50715,Petrol,20,65.7,2
 Royal Enfield,2017,10225,Manual,12978,Petrol,125,29.6,2
 Honda,2018,13750,Automatic,7825,Petrol,125,50.2,2
 Yamaha,2019,11767.5,Automatic,12862,Petrol,125,22,2
 Yamaha,2019,10687,Automatic,12520,Petrol,125,22,2
 Yamaha,2019,11706.5,Automatic,12971,Petrol,125,22,2
 Hero,2019,10857,Automatic,2922,Petrol,125,27.1,1
 Suzuki,2018,21250,Automatic,7566,Petrol,125,22,2
 Beneli,2019,21750,Automatic,2977,Petrol,125,22.2,2
 Yamaha,2019,10725,Manual,7215,Petrol,125,55.2,2
 Hero,2019,12944,Automatic,12,Petrol,125,20.2,2
 Yamaha,2017,8325,Automatic,12712,Petrol,20,57.6,1
 KTM,2017,7917.5,Manual,25282,Petrol,20,55.2,1
 Tvs,2017,9875,Automatic,9806,Petrol,20,52.2,2
 Hero,2020,9722,Manual,2000,Petrol,125,29.6,1
 KTM,2020,12995,Manual,1500,Petrol,125,22.5,2
 Tvs,2020,12995,Automatic,1500,Petrol,125,22.8,2
 Honda,2019,15444,Automatic,9250,Petrol,125,27.9,2
 Kawasaki,2019,13250,Manual,2890,Petrol,125,29.8,2
 Honda,2019,21944,Automatic,8725,Petrol,125,27.7,2
 Bajaj,2016,7997.5,Manual,22515,Petrol,125,50.2,1
 Tvs,2016,7872.5,Automatic,57828,Petrol,20,65.7,2
 Tvs,2017,8497.5,Automatic,21621,Petrol,125,51,1
 Yamaha,2017,6897.5,Manual,18252,Petrol,125,70.6,2
 Yamaha,2017,6297.5,Automatic,26622,Petrol,20,62.8,1
 Kawasaki,2012,6727.5,Manual,29511,Petrol,125,52.2,2
 Honda,2016,7147.5,Manual,25027,Petrol,20,65.7,2
 Bajaj,2016,6997.5,Automatic,58206,Petrol,125,27.9,1
 Bajaj,2016,8700,Manual,21221,Petrol,125,52.2,2
 Bajaj,2017,8900,Manual,12707,Petrol,125,51,1
 Hero,2016,5995,Manual,27706,Petrol,20,55.2,1
 Yamaha,2016,6625,Manual,20928,Petrol,20,67.2,2
 Honda,2017,10125,Automatic,21272,Petrol,125,61,2
 Beneli,2017,26995,Automatic,20227,Petrol,125,29.2,2
 Hero,2019,9944,Manual,2222,Petrol,125,27.9,1
 KTM,2019,12125,Automatic,2091,Petrol,125,27.9,2
 KTM,2019,12625,Manual,2682,Petrol,125,22.5,2
 KTM,2019,14444,Automatic,2211,Petrol,125,22.2,2
 KTM,2019,14345,Automatic,1910,Petrol,125,22.2,2
 Yamaha,2019,9745,Manual,2292,Petrol,125,29.6,1
 Hero,2016,4947.5,Manual,75189,Petrol,0,80.7,2
 Bajaj,2016,7797.5,Manual,52802,Petrol,20,60.1,2
 Yamaha,2016,5747.5,Manual,55525,Petrol,20,70.6,2
 Yamaha,2017,5997.5,Manual,68622,Petrol,0,72.2,2
 Honda,2016,8997.5,Automatic,58826,Petrol,20,61,2
 Yamaha,2015,4797.5,Manual,71225,Petrol,0,72.2,2
 Honda,2016,7747.5,Automatic,57172,Petrol,20,62.2,2
 Bajaj,2017,8847.5,Automatic,26862,Petrol,125,55.2,2
 Hero,2016,5197.5,Manual,52220,Petrol,0,80.7,2
 Hero,2016,5247.5,Manual,25952,Petrol,0,80.7,2
 Bajaj,2017,9722.5,Automatic,25222,Petrol,125,55.2,2
 Bajaj,2016,7922.5,Manual,22270,Petrol,125,50.2,1
 Suzuki,2016,11497.5,Automatic,19272,Petrol,200,27.1,2
 Royal Enfield,2018,12247.5,Automatic,20929,Petrol,125,58.9,2
 KTM,2018,9947.5,Automatic,12122,Petrol,125,52.2,1
 Bajaj,2017,8997.5,Manual,18998,Petrol,125,51,1
 Ducati,2015,14492.5,Automatic,15016,Petrol,200,22.9,2
 Yamaha,2020,11997.5,Manual,1560,Petrol,125,55.2,2
 Honda,2016,8497.5,Automatic,26272,Petrol,20,61,2
 Honda,2018,10497.5,Automatic,27202,Petrol,125,62.2,2
 Harley Davidson,2019,38944,Automatic,2011,Petrol,125,22.8,2
 KTM,2019,9625,Manual,802,Petrol,125,27.1,1
 Suzuki,2019,18222,Automatic,5229,Petrol,125,28.2,2
 Yamaha,2018,9497.5,Manual,5862,Petrol,125,27.1,1
 Yamaha,2017,6847.5,Manual,26212,Petrol,20,60.1,1
 Honda,2020,18999.5,Automatic,2222,Petrol,125,22,2
